rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
5750.099999904633,{worker_id:6679dc943f855ba978447c25},id_enter,5752,id_enter,GW/globe.jpg; GW/basket.jpg; GW/barrel.jpg; GW/snail.jpg; GW/gong.jpg; GW/teeth.jpg; GW/jukebox.jpg; GW/camera.jpg; GW/soldier.jpg; GW/dustpan.jpg; GW/wheelchair.jpg; GW/paint.jpg; GW/hat.jpg,,,,,,,,,,,,,,,,,
13362.200000047684,,fullscreen,19119,fullscreen,,0,,,,,,,,,,,,,,,,
12031,,intro_1,31155,instruct,,0,,,,,,,,,,,,,,,,
13279.200000047684,,intro_2,44437,instruct,,1,Next,,,,,,,,,,,,,,,
8266.400000095367,,intro_3,52705,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_1,54712,lean_prac_1,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,55726,<p></p>,,,,null,,,,,,,,,,,,,,
3201.9000000953674,,intro_1,58930,instruct,,0,,,,,,,,,,,,,,,,
5253.899999976158,,intro_2,64186,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_2,66191,lean_prac_2,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,67207,<p></p>,,,,null,,,,,,,,,,,,,,
3584.3000000715256,,intro_1,70793,instruct,,0,,,,,,,,,,,,,,,,
2370.2000000476837,,intro_2,73165,instruct,,1,Next,,,,,,,,,,,,,,,
21522.800000071526,,intro_3,94689,instruct,,1,Next,,,,,,,,,,,,,,,
null,,prac_atten_color_black,95664,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,96111,prac_stop_color,,,,null,,,,,,,,,,,,,,
1050.5999999046326,,prac_atten_color_black,98129,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,99096,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,99683,prac_stop_color,,,,null,,,,,,,,,,,,,,
447.10000002384186,,prac_atten_color_black,101690,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,102527,black_plus_sign,,,,null,,,,,,,,,,,,,,
679.5,,prac_atten_color,103569,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,105589,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,105975,black_plus_sign,,,,null,,,,,,,,,,,,,,
472.60000002384186,,prac_atten_color,106871,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,108892,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,109423,black_plus_sign,,,,null,,,,,,,,,,,,,,
678.7999999523163,,prac_atten_color,110131,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,112140,black_plus_sign,,,,null,,,,,,,,,,,,,,
9937.699999928474,,attentioncheck_help,122079,instruct,,,,32,,,,,,,,,,,,,,
null,,prac_atten_color_black,122793,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,123259,prac_stop_color,,,,null,,,,,,,,,,,,,,
345.7999999523163,,prac_atten_color_black,125279,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,126239,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,126807,prac_stop_color,,,,null,,,,,,,,,,,,,,
65.89999997615814,,prac_atten_color_black,128824,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,129692,black_plus_sign,,,,null,,,,,,,,,,,,,,
509.3000000715256,,prac_atten_color,130429,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,132440,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,133140,black_plus_sign,,,,null,,,,,,,,,,,,,,
506.1999999284744,,prac_atten_color,133746,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,135766,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,136583,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,137106,prac_stop_color,,,,null,,,,,,,,,,,,,,
230.30000007152557,,prac_atten_color_black,139123,black_plus_sign,,,,49,,,,,,,,,,,,,,
5242.200000047684,,attentioncheck_feedback,144367,cross_check_feedback,,0,,,,,,,,,,,,,,,,
17558.700000047684,,last_instruct,161926,instruct,,,,32,,,,,,,,,,,,,,
null,,learn_phase(without_color),163930,black_plus_sign,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,black_cross(without_color),164973,green,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,165475,green,,,,null,GW/jukebox.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,166461,black_plus_sign,,,,null,,,NaN,,,,,,,,,,,
null,,color_black,166573,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),168583,black_plus_sign,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),169480,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,170000,blue,,,,null,GW/barrel.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
1159.7999999523163,,rt_thecrossant_black,171119,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,171231,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),173248,black_plus_sign,,,,null,GW/barrel.jpg,GW/teeth.jpg,,,,,,,,,,,,
