rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
6159,{worker_id:66436e0c091888a5fc85584e},id_enter,6163,id_enter,GW/wheelchair.jpg; GW/soldier.jpg; GW/jukebox.jpg; GW/dustpan.jpg; GW/teeth.jpg; GW/barrel.jpg; GW/camera.jpg; GW/snail.jpg; GW/globe.jpg; GW/gong.jpg; GW/hat.jpg; GW/basket.jpg; GW/paint.jpg,,,,,,,,,,,,,,,,,
16534.100000023842,,fullscreen,22704,fullscreen,,0,,,,,,,,,,,,,,,,
12915,,intro_1,35625,instruct,,0,,,,,,,,,,,,,,,,
22389,,intro_2,58017,instruct,,1,Next,,,,,,,,,,,,,,,
12517.5,,intro_3,70537,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_1,72542,lean_prac_1,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,73545,<p></p>,,,,null,,,,,,,,,,,,,,
4853.699999928474,,intro_1,78400,instruct,,0,,,,,,,,,,,,,,,,
6025.900000095367,,intro_2,84429,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_2,86432,lean_prac_2,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,87434,<p></p>,,,,null,,,,,,,,,,,,,,
3500.1999999284744,,intro_1,90936,instruct,,0,,,,,,,,,,,,,,,,
5548.799999952316,,intro_2,96489,instruct,,1,Next,,,,,,,,,,,,,,,
34696.699999928474,,intro_3,131189,instruct,,1,Next,,,,,,,,,,,,,,,
null,,prac_atten_color_black,131670,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,132596,prac_stop_color,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,134598,black_plus_sign,,,,null,,,,,,,,,,,,,,
15399,,attentioncheck_help,149999,instruct,,,,32,,,,,,,,,,,,,,
null,,prac_atten_color_black,150477,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,151528,prac_stop_color,,,,null,,,,,,,,,,,,,,
291.7000000476837,,prac_atten_color_black,153530,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,153885,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,154353,prac_stop_color,,,,null,,,,,,,,,,,,,,
190.10000002384186,,prac_atten_color_black,156356,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,157302,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,158226,prac_stop_color,,,,null,,,,,,,,,,,,,,
545.6000000238419,,prac_atten_color_black,160228,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,160708,black_plus_sign,,,,null,,,,,,,,,,,,,,
416.5,,prac_atten_color,161495,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,163497,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,164116,black_plus_sign,,,,null,,,,,,,,,,,,,,
647.2999999523163,,prac_atten_color,164846,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,166847,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,167523,black_plus_sign,,,,null,,,,,,,,,,,,,,
573.8000000715256,,prac_atten_color,168490,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,170491,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,170929,black_plus_sign,,,,null,,,,,,,,,,,,,,
550.8999999761581,,prac_atten_color,171622,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,173624,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,174346,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,174960,prac_stop_color,,,,null,,,,,,,,,,,,,,
54.300000071525574,,prac_atten_color_black,176962,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,177753,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,178304,prac_stop_color,,,,null,,,,,,,,,,,,,,
284.40000009536743,,prac_atten_color_black,180305,black_plus_sign,,,,49,,,,,,,,,,,,,,
8211.199999928474,,attentioncheck_feedback,188520,cross_check_feedback,,0,,,,,,,,,,,,,,,,
15719.700000047684,,last_instruct,204241,instruct,,,,32,,,,,,,,,,,,,,
null,,learn_phase(without_color),206244,black_plus_sign,,,,null,GW/camera.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),206906,blue,,,,null,GW/camera.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,207408,blue,,,,null,GW/camera.jpg,GW/globe.jpg,,,,,,,,,,,,
1061.3999999761581,,rt_thecrossant_black,208750,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,208852,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),210854,black_plus_sign,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),211696,blue,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,212197,blue,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
1124,,rt_thecrossant_black,213360,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,213462,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),215465,black_plus_sign,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),216166,blue,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,216668,blue,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
1181.8000000715256,,rt_thecrossant_black,217974,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,218076,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),220078,black_plus_sign,,,,null,GW/soldier.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,black_cross(without_color),221099,green,,,,null,GW/soldier.jpg,GW/jukebox.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,221601,green,,,,null,GW/soldier.jpg,GW/jukebox.jpg,,,,,,,,,,,,
811.6999999284744,,rt_thecrossant_black,222584,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,222686,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),224689,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),225615,green,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,226117,green,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
1292.5,,rt_thecrossant_black,227195,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,227297,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),229300,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),229743,green,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,230245,green,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
1213.3999999761581,,rt_thecrossant_black,231806,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,231909,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),233913,black_plus_sign,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),234566,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,235068,green,,,,null,GW/camera.jpg,GW/snail.jpg,,,,,,,,,,,,
613.5999999046326,,rt_thecrossant_black,236422,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,236525,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),238527,black_plus_sign,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,black_cross(without_color),239296,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,239807,blue,,,,null,GW/barrel.jpg,GW/globe.jpg,,,,,,,,,,,,
835.5,,rt_thecrossant_black,241042,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,241145,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),243148,black_plus_sign,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),244143,blue,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,244644,blue,,,,null,GW/globe.jpg,GW/hat.jpg,,,,,,,,,,,,
928.5,,rt_thecrossant_black,245653,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,245755,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),247757,black_plus_sign,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,black_cross(without_color),248213,green,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,248717,green,,,,null,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,
1641.4000000953674,,rt_thecrossant_black,250266,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,250369,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),252373,black_plus_sign,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,black_cross(without_color),253186,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,253689,blue,,,,null,GW/snail.jpg,GW/gong.jpg,,,,,,,,,,,,
842.5,,rt_thecrossant_black,254879,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,254982,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),256987,black_plus_sign,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,black_cross(without_color),257840,blue,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,258341,blue,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
1039.2000000476837,,rt_thecrossant_black,259492,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,259595,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),261597,black_plus_sign,,,,null,GW/dustpan.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),262644,blue,,,,null,GW/dustpan.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,263146,blue,,,,null,GW/dustpan.jpg,GW/teeth.jpg,,,,,,,,,,,,
1202.7999999523163,,rt_thecrossant_black,264104,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,264215,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),266217,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),266995,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,267496,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
1503.6999999284744,,rt_thecrossant_black,268724,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,268827,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),270831,black_plus_sign,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
null,,black_cross(without_color),271328,green,,,,null,GW/barrel.jpg,GW/camera.jpg,,,,,,,,,,,,
