rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor,problems,smooth,distraction,strategies,easier,similar,comments
5004.799999952316,{worker_id:5e2ac2aa0038f21089a533a4},id_enter,5008,blocked,replication,GW/leesburg.png; GW/hanover.png; GW/cornwall.png; GW/boulder.png; GW/huntsville.png; GW/racine.png; GW/hotsprings.png; GW/carmel.png; GW/gatlinburg.png; GW/shreveport.png; GW/newhope.png; GW/westpalmbeach.png; GW/peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,,fullscreen,14131,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38999.700000047684,,intro_1,53133,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27878.299999952316,,intro_2,81013,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20124.600000023842,,intro_3,101138,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,104141,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,105145,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430.2999999523163,,intro_1,107577,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618.5,,intro_2,112197,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,115199,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,116202,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877.1000000238419,,intro_1,118080,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598.799999952316,,intro_2,122680,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16984.700000047684,,intro_3,139666,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,140218,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,141072,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.7000000476837,,prac_atten_color_black,143074,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,143627,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.2999999523163,,prac_atten_color,144504,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,146505,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,147035,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.1000000238419,,prac_atten_color,147646,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,149648,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,150442,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,151043,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.89999997615814,,prac_atten_color_black,153045,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,153849,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,154706,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.1999999284744,,prac_atten_color_black,156708,,black_plus_sign,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,157258,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
577.1000000238419,,prac_atten_color,158359,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,160361,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,160665,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
796.2999999523163,,prac_atten_color,161532,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,163533,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,164073,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
768.8000000715256,,prac_atten_color,165076,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,167078,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,167481,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
666.6000000238419,,prac_atten_color,168458,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,170459,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,170889,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.6999999284744,,prac_atten_color,171838,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,173840,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401.699999928474,,attentioncheck_feedback,179244,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25523,,last_instruct,204768,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),207770,,black_plus_sign,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),208318,,yellow,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,208821,,yellow,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
925.8999999761581,,rt_thecrossant_black,210279,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,210382,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),213386,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),214231,,blue,,,,null,GW/gatlinburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,
439.3000000715256,,rt_plussign_withcolor,214733,,blue,,,,49,GW/gatlinburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,215893,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,215995,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),218999,,black_plus_sign,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),219484,,yellow,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,219987,,yellow,,,,null,GW/hanover.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
1479.8000000715256,,rt_thecrossant_black,221508,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,221610,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),224614,,black_plus_sign,,,,null,GW/hotsprings.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),225508,,blue,,,,null,GW/hotsprings.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,226010,,blue,,,,null,GW/hotsprings.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
928.3999999761581,,rt_thecrossant_black,227120,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,227223,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),230225,,black_plus_sign,,,,null,GW/huntsville.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),231197,,yellow,,,,null,GW/huntsville.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,231699,,yellow,,,,null,GW/huntsville.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
1180.5,,rt_thecrossant_black,232735,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,232838,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),235842,,black_plus_sign,,,,null,GW/hotsprings.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),236258,,yellow,,,,null,GW/hotsprings.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
