rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
9431.299999999814,{worker_id:56d39b96da2aaa000dab6178},id_enter,9432,blocked,replication,GW/racine.png; GW/boulder.png; GW/hotsprings.png; GW/westpalmbeach.png; GW/gatlinburg.png; GW/leesburg.png; GW/peoria.png; GW/hanover.png; GW/carmel.png; GW/newhope.png; GW/huntsville.png; GW/shreveport.png; GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,
9355.5,,fullscreen,18790,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,
14061.400000000373,,intro_1,32852,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
18189.799999999814,,intro_2,51043,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
8150.0999999996275,,intro_3,59194,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,62197,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,63202,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
3519.2999999998137,,intro_1,66723,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
4179.4000000003725,,intro_2,70903,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,73906,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,74908,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1684.2000000001863,,intro_1,76593,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
1938.2999999998137,,intro_2,78532,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
13567.200000000186,,intro_3,92100,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,93084,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,93507,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
498.40000000037253,,prac_atten_color_black,95509,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,96496,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
694.2999999998137,,prac_atten_color,97427,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,99428,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,99902,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
569.2999999998137,,prac_atten_color,100553,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,102555,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,103311,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
444.6000000005588,,prac_atten_color,103988,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,105991,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,106719,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
390.40000000037253,,prac_atten_color,107479,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,109481,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,110129,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
372.5,,prac_atten_color,110783,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,112786,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,113539,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,113987,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
41.799999999813735,,prac_atten_color_black,115989,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,116947,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
550.5999999996275,,prac_atten_color,117812,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,119815,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,120355,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
544.7000000001863,,prac_atten_color,121302,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,123306,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,123763,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
464.69999999925494,,prac_atten_color,124435,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,126438,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
3339.2000000001863,,attentioncheck_feedback,129780,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,
11826.100000000559,,last_instruct,141607,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),144611,,black_plus_sign,,,,null,GW/racine.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),145537,,yellow,,,,null,GW/racine.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,146040,,yellow,,,,null,GW/racine.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
1067.3999999994412,,rt_thecrossant_black,147120,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,147224,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),150228,,black_plus_sign,,,,null,GW/peoria.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),150699,,yellow,,,,null,GW/peoria.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,151201,,yellow,,,,null,GW/peoria.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1093.3999999994412,,rt_thecrossant_black,152737,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,152839,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),155843,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),156283,,yellow,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
