rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
5793.70000000298,{worker_id:5dccb82a76eab294aa4837ff},id_enter,5795,blocked,replication,GW/gatlinburg.png; GW/hanover.png; GW/boulder.png; GW/newhope.png; GW/huntsville.png; GW/hotsprings.png; GW/leesburg.png; GW/shreveport.png; GW/peoria.png; GW/westpalmbeach.png; GW/cornwall.png; GW/racine.png; GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,
19416.79999999702,,fullscreen,25217,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,
10350.60000000894,,intro_1,35569,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
34133.79999999702,,intro_2,69705,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
13878.5,,intro_3,83585,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,86589,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,87599,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
6002.100000008941,,intro_1,93602,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
6044.70000000298,,intro_2,99648,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,102649,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,103652,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
4155.100000008941,,intro_1,107809,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
4958.29999999702,,intro_2,112769,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
22373.89999999106,,intro_3,135145,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,135844,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
509,,prac_atten_color,136550,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,138553,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,139253,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
487.59999999403954,,prac_atten_color,139759,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,141762,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,142671,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
427.29999999701977,,prac_atten_color,143624,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,145626,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,146079,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
487.09999999403954,,prac_atten_color,146955,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,148958,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,149489,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
368.6000000089407,,prac_atten_color,150146,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,152148,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,152898,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
728.3000000119209,,prac_atten_color,153757,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,155759,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,156305,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
630.7999999970198,,prac_atten_color,157384,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,159386,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,159713,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
388.70000000298023,,prac_atten_color,160243,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,162253,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,163128,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
423.8999999910593,,prac_atten_color,164167,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,166170,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,166546,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
562.1000000089407,,prac_atten_color,167241,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,169243,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
7171,,attentioncheck_feedback,176418,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,
21845.29999999702,,last_instruct,198264,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),201267,,black_plus_sign,,,,null,GW/leesburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),202100,,blue,,,,null,GW/leesburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,202603,,blue,,,,null,GW/leesburg.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
917.2999999970198,,rt_thecrossant_black,203790,,black_plus_sign,,,,50,,,0,0,,,,,,,,,,,,,,,,
null,,color_black,203894,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),206898,,black_plus_sign,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),207451,,blue,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,207953,,blue,,,,null,GW/racine.png,GW/newhope.png,,,,,,,,,,,,,,,,,,
1011.2999999970198,,rt_thecrossant_black,209412,,black_plus_sign,,,,49,,,1,0.5,,,,,,,,,,,,,,,,
