rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial
14712.200000017881,{worker_id:560ce65601c38a0012769e20},id_enter,14714,blocked,replication,GW/newhope.png; GW/boulder.png; GW/westpalmbeach.png; GW/peoria.png; GW/racine.png; GW/huntsville.png; GW/shreveport.png; GW/leesburg.png; GW/cornwall.png; GW/carmel.png; GW/gatlinburg.png; GW/hotsprings.png; GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,
34062.09999999404,,fullscreen,48778,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,
19465.90000000596,,intro_1,68245,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
33449,,intro_2,101695,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
11605.300000011921,,intro_3,113301,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,116303,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,117304,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
12646.700000017881,,intro_1,129951,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
9566.799999982119,,intro_2,139519,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,142520,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,143522,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
6390.5,,intro_1,149913,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
10691.300000011921,,intro_2,160605,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
17665.59999999404,,intro_3,178271,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,178768,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
904.9000000059605,,prac_atten_color,179674,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,181676,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,182172,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
499.2000000178814,,prac_atten_color,182942,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,184943,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,185575,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
316.30000001192093,,prac_atten_color,186000,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,188002,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
4596.800000011921,,attentioncheck_help,192600,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,193577,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
473.10000002384186,,prac_atten_color,194666,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,196667,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,196981,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
421.80000001192093,,prac_atten_color,197484,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,199486,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,200386,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
325,,prac_atten_color,201125,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,203126,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,203791,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
432.30000001192093,,prac_atten_color,204788,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,206790,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,207194,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
349.40000000596046,,prac_atten_color,207924,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,209925,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,210598,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
465.7000000178814,,prac_atten_color,211130,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,213132,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,214012,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,214599,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
18.80000001192093,,prac_atten_color_black,216601,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,
8151.700000017881,,attentioncheck_feedback,224754,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,
24124.29999998212,,last_instruct,248878,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),251880,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),252604,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,253106,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1117.5,,rt_thecrossant_black,254384,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,254499,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),257501,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),258146,,yellow,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,258647,,yellow,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
924.6000000238419,,rt_thecrossant_black,260004,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,260106,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),263108,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),263525,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,264026,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
879.2999999821186,,rt_thecrossant_black,265612,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,265714,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),268715,,black_plus_sign,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),269617,,yellow,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
402.5,,rt_plussign_withcolor,270117,,yellow,,,,50,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,271218,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,271320,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),274322,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),274753,,yellow,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
472,,rt_plussign_withcolor,275254,,yellow,,,,50,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,276827,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,276928,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),279930,,black_plus_sign,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),280684,,blue,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
464.5,,rt_plussign_withcolor,281185,,blue,,,,49,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,282433,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,282538,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),285540,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),286120,,blue,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
456.09999999403954,,rt_plussign_withcolor,286621,,blue,,,,49,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,288043,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,288145,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),291147,,black_plus_sign,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),291573,,yellow,,,,null,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
496,,rt_plussign_withcolor,292074,,yellow,,,,50,GW/hotsprings.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,293651,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,293752,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),296753,,black_plus_sign,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),297462,,blue,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
381.90000000596046,,rt_plussign_withcolor,297963,,blue,,,,50,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,299257,,black_plus_sign,,,,null,,,0,0.8888888888888888,,,,,,,,,,,,,,,,
null,,color_black,299358,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),302360,,black_plus_sign,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),303287,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,303788,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
952.5999999940395,,rt_thecrossant_black,304873,,black_plus_sign,,,,50,,,1,0.9,,,,,,,,,,,,,,,,
null,,color_black,304974,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),307976,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),308664,,blue,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,309165,,blue,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
1093.800000011921,,rt_thecrossant_black,310480,,black_plus_sign,,,,49,,,1,0.9090909090909091,,,,,,,,,,,,,,,,
null,,color_black,310582,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),313584,,black_plus_sign,,,,null,GW/leesburg.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),314360,,blue,,,,null,GW/leesburg.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,314861,,blue,,,,null,GW/leesburg.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
803.5999999940395,,rt_thecrossant_black,316087,,black_plus_sign,,,,49,,,1,0.9166666666666666,,,,,,,,,,,,,,,,
null,,color_black,316188,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),319191,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),320186,,yellow,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
355.69999998807907,,rt_plussign_withcolor,320687,,yellow,,,,50,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,321694,,black_plus_sign,,,,null,,,1,0.9230769230769231,,,,,,,,,,,,,,,,
null,,color_black,321795,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),324796,,black_plus_sign,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),325842,,blue,,,,null,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
433.80000001192093,,rt_plussign_withcolor,326343,,blue,,,,49,GW/cornwall.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,327299,,black_plus_sign,,,,null,,,1,0.9285714285714286,,,,,,,,,,,,,,,,
null,,color_black,327401,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),330402,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),331175,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
448.59999999403954,,rt_plussign_withcolor,331676,,blue,,,,49,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,332908,,black_plus_sign,,,,null,,,1,0.9333333333333333,,,,,,,,,,,,,,,,
null,,color_black,333010,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),336011,,black_plus_sign,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),336893,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,337394,,yellow,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,,
909.7000000178814,,rt_thecrossant_black,338515,,black_plus_sign,,,,50,,,1,0.9375,,,,,,,,,,,,,,,,
null,,color_black,338617,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),341619,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),342353,,yellow,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
484.09999999403954,,rt_plussign_withcolor,342854,,yellow,,,,50,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,344122,,black_plus_sign,,,,null,,,1,0.9411764705882353,,,,,,,,,,,,,,,,
null,,color_black,344224,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),347225,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),347705,,yellow,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,348206,,yellow,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
859.4000000059605,,rt_thecrossant_black,349729,,black_plus_sign,,,,50,,,1,0.9444444444444444,,,,,,,,,,,,,,,,
null,,color_black,349831,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),352832,,black_plus_sign,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),353885,,blue,,,,null,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
377.7999999821186,,rt_plussign_withcolor,354387,,blue,,,,49,GW/huntsville.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,355340,,black_plus_sign,,,,49,,,1,0.9473684210526315,,,,,,,,,,,,,,,,
null,,color_black,355441,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),358442,,black_plus_sign,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),359345,,blue,,,,null,GW/carmel.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
