rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
5915.4000000059605,{worker_id:5c1ffe5295f978000173df84},id_enter,5917,id_enter,GW/paint.jpg; GW/gong.jpg; GW/camera.jpg; GW/soldier.jpg; GW/dustpan.jpg; GW/wheelchair.jpg; GW/jukebox.jpg; GW/teeth.jpg; GW/basket.jpg; GW/globe.jpg; GW/barrel.jpg; GW/snail.jpg; GW/hat.jpg,,,,,,,,,,,,,,,,,
10232.89999999106,,fullscreen,16154,fullscreen,,0,,,,,,,,,,,,,,,,
7878.0999999940395,,intro_1,24045,instruct,,0,,,,,,,,,,,,,,,,
6733.800000011921,,intro_2,30780,instruct,,1,Next,,,,,,,,,,,,,,,
6074.199999988079,,intro_3,36855,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_1,38857,lean_prac_1,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,39859,<p></p>,,,,null,,,,,,,,,,,,,,
2110.2999999970198,,intro_1,41970,instruct,,0,,,,,,,,,,,,,,,,
3659.2999999970198,,intro_2,45631,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_2,47632,lean_prac_2,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,48634,<p></p>,,,,null,,,,,,,,,,,,,,
2305.7999999970198,,intro_1,50941,instruct,,0,,,,,,,,,,,,,,,,
2391.5,,intro_2,53333,instruct,,1,Next,,,,,,,,,,,,,,,
13942,,intro_3,67277,instruct,,1,Next,,,,,,,,,,,,,,,
null,,prac_atten_color_black,67681,black_plus_sign,,,,null,,,,,,,,,,,,,,
612.7999999970198,,prac_atten_color,68680,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,70681,black_plus_sign,,,,null,,,,,,,,,,,,,,
