rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
19316.5,{worker_id:67f24d9d37225c87ef8b09c4},id_enter,19323,id_enter,GW/globe.jpg; GW/barrel.jpg; GW/snail.jpg; GW/soldier.jpg; GW/gong.jpg; GW/hat.jpg; GW/jukebox.jpg; GW/basket.jpg; GW/teeth.jpg; GW/dustpan.jpg; GW/wheelchair.jpg; GW/paint.jpg; GW/camera.jpg,,,,,,,,,,,,,,,,,
3330.399999976158,,fullscreen,22676,fullscreen,,0,,,,,,,,,,,,,,,,
3716.600000023842,,intro_1,26395,instruct,,0,,,,,,,,,,,,,,,,
20909.699999928474,,intro_2,47309,instruct,,1,Next,,,,,,,,,,,,,,,
24377.800000071526,,intro_3,71689,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_1,73692,lean_prac_1,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,74698,<p></p>,,,,null,,,,,,,,,,,,,,
7480.299999952316,,intro_1,82180,instruct,,0,,,,,,,,,,,,,,,,
12835,,intro_2,95017,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_2,97024,lean_prac_2,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,98032,<p></p>,,,,null,,,,,,,,,,,,,,
7377.299999952316,,intro_1,105411,instruct,,0,,,,,,,,,,,,,,,,
7226.399999976158,,intro_2,112640,instruct,,1,Next,,,,,,,,,,,,,,,
12127.600000023842,,intro_3,124771,instruct,,1,Next,,,,,,,,,,,,,,,
null,,prac_atten_color_black,125562,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,126194,prac_stop_color,,,,null,,,,,,,,,,,,,,
126.20000004768372,,prac_atten_color_black,128198,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,128983,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,129452,prac_stop_color,,,,null,,,,,,,,,,,,,,
49.10000002384186,,prac_atten_color_black,131462,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,132403,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,132974,prac_stop_color,,,,null,,,,,,,,,,,,,,
47,,prac_atten_color_black,134989,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,135830,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,136506,prac_stop_color,,,,null,,,,,,,,,,,,,,
108,,prac_atten_color_black,138515,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,139249,black_plus_sign,,,,null,,,,,,,,,,,,,,
556.6000000238419,,prac_atten_color,140290,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,142294,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,142663,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,143416,prac_stop_color,,,,null,,,,,,,,,,,,,,
577.2000000476837,,prac_atten_color_black,145422,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,146081,black_plus_sign,,,,null,,,,,,,,,,,,,,
490.10000002384186,,prac_atten_color,146593,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,148596,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,149501,black_plus_sign,,,,null,,,,,,,,,,,,,,
752.5,,prac_atten_color,150257,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,152262,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,152915,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,153460,prac_stop_color,,,,null,,,,,,,,,,,,,,
815.7000000476837,,prac_atten_color_black,155469,black_plus_sign,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,156344,black_plus_sign,,,,null,,,,,,,,,,,,,,
652.8000000715256,,prac_atten_color,157043,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,159049,black_plus_sign,,,,null,,,,,,,,,,,,,,
110170.30000007153,,attentioncheck_feedback,269221,cross_check_feedback,,0,,,,,,,,,,,,,,,,
9938,,last_instruct,279161,instruct,,,,32,,,,,,,,,,,,,,
null,,learn_phase(without_color),281171,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),281854,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
458.7000000476837,,rt_plussign_withcolor,282370,blue,,,,49,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,283694,black_plus_sign,,,,null,,,1,1,,,,,,,,,,
null,,color_black,283803,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),285808,black_plus_sign,,,,null,GW/soldier.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),286665,green,,,,null,GW/soldier.jpg,GW/paint.jpg,,,,,,,,,,,,
367.2000000476837,,rt_plussign_withcolor,287174,green,,,,50,GW/soldier.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,288323,black_plus_sign,,,,null,,,1,1,,,,,,,,,,
null,,color_black,288433,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),290440,black_plus_sign,,,,null,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),291072,green,,,,null,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,291577,green,,,,null,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,
1158.5,,rt_thecrossant_black,292962,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,293072,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),295080,black_plus_sign,,,,null,GW/hat.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),295557,green,,,,null,GW/hat.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,296063,green,,,,null,GW/hat.jpg,GW/teeth.jpg,,,,,,,,,,,,
806.1000000238419,,rt_thecrossant_black,297598,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,297708,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),299714,black_plus_sign,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,black_cross(without_color),300492,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,301002,blue,,,,null,GW/basket.jpg,GW/dustpan.jpg,,,,,,,,,,,,
642.8999999761581,,rt_thecrossant_black,302243,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,302350,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),304360,black_plus_sign,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,black_cross(without_color),304834,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,305340,green,,,,null,GW/jukebox.jpg,GW/basket.jpg,,,,,,,,,,,,
1014.2000000476837,,rt_thecrossant_black,306872,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
null,,color_black,306980,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),308994,black_plus_sign,,,,null,GW/barrel.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,black_cross(without_color),309572,blue,,,,null,GW/barrel.jpg,GW/snail.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,310080,blue,,,,null,GW/barrel.jpg,GW/snail.jpg,,,,,,,,,,,,
702.3999999761581,,rt_thecrossant_black,311515,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,311633,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),313639,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,black_cross(without_color),314378,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,314894,blue,,,,null,GW/wheelchair.jpg,GW/paint.jpg,,,,,,,,,,,,
734.7999999523163,,rt_thecrossant_black,316167,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,316285,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),318294,black_plus_sign,,,,null,GW/snail.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,black_cross(without_color),318837,green,,,,null,GW/snail.jpg,GW/hat.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,319344,green,,,,null,GW/snail.jpg,GW/hat.jpg,,,,,,,,,,,,
931.1000000238419,,rt_thecrossant_black,320814,black_plus_sign,,,,50,,,1,1,,,,,,,,,,
