rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial,problems,smooth,distraction,strategies,easier,similar,comments
7129.5,{worker_id:644b1e452a0061d713dcbf4a},id_enter,7132,blocked,replication,GW/hotsprings.png; GW/racine.png; GW/gatlinburg.png; GW/cornwall.png; GW/newhope.png; GW/shreveport.png; GW/westpalmbeach.png; GW/peoria.png; GW/hanover.png; GW/huntsville.png; GW/boulder.png; GW/leesburg.png; GW/carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42314.300000000745,,fullscreen,49451,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47515.400000002235,,intro_1,96968,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62814,,intro_2,159785,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32464.39999999851,,intro_3,192251,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,195253,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,196257,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
13383.400000002235,,intro_1,209642,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17517.699999999255,,intro_2,227161,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,230162,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,231165,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219.10000000149,,intro_1,240386,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11743.900000002235,,intro_2,252131,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83189.30000000075,,intro_3,335322,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,336052,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,336735,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.199999999254942,,prac_atten_color_black,338738,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,339470,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
540.0999999977648,,prac_atten_color,340356,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,342361,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,342881,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,343468,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.800000000745058,,prac_atten_color_black,345470,,black_plus_sign,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,346288,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.19999999925494,,prac_atten_color,347354,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,349356,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,349697,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.80000000074506,,prac_atten_color,350208,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,352210,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,353104,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.3000000007451,,prac_atten_color,353868,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,355875,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,356517,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,357022,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9000000022351742,,prac_atten_color_black,359023,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,359923,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.6000000014901,,prac_atten_color,360867,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,362869,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,363331,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,prac_atten_color,364375,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,366384,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,366747,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
556.6999999992549,,prac_atten_color,367317,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,369319,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
22673.70000000298,,attentioncheck_feedback,391996,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76374.30000000075,,last_instruct,468371,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),471375,,black_plus_sign,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),471930,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,472431,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
859.0999999977648,,rt_thecrossant_black,473881,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,473985,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),476989,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),478077,,yellow,,,,null,GW/gatlinburg.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,478579,,yellow,,,,null,GW/gatlinburg.png,GW/boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,
1186.199999999255,,rt_thecrossant_black,479499,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,479602,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),482613,,black_plus_sign,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),483180,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,483681,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
1199.800000000745,,rt_thecrossant_black,485120,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,485222,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),488224,,black_plus_sign,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),489053,,yellow,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
384.8999999985099,,rt_plussign_withcolor,489556,,yellow,,,,50,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,490743,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,490851,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),493865,,black_plus_sign,,,,null,GW/boulder.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),494740,,yellow,,,,null,GW/boulder.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,495242,,yellow,,,,null,GW/boulder.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,
977.6000000014901,,rt_thecrossant_black,496386,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,496488,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),499492,,black_plus_sign,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),500236,,yellow,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,500737,,yellow,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
1050.6000000014901,,rt_thecrossant_black,501998,,black_plus_sign,,,,49,,,0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,502100,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),505103,,black_plus_sign,,,,null,GW/racine.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),505882,,blue,,,,null,GW/racine.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,506384,,blue,,,,null,GW/racine.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,
879.1000000014901,,rt_thecrossant_black,507610,,black_plus_sign,,,,49,,,1,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,507712,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),510714,,black_plus_sign,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),511719,,yellow,,,,null,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
369.6000000014901,,rt_plussign_withcolor,512221,,yellow,,,,50,GW/shreveport.png,GW/hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,513221,,black_plus_sign,,,,null,,,1,0.875,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,513323,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),516326,,black_plus_sign,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),516914,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,517416,,blue,,,,null,GW/cornwall.png,GW/racine.png,,,,,,,,,,,,,,,,,,,,,,,,,
1124.3999999985099,,rt_thecrossant_black,518832,,black_plus_sign,,,,49,,,1,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,518934,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),521938,,black_plus_sign,,,,null,GW/peoria.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),522945,,yellow,,,,null,GW/peoria.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,523449,,yellow,,,,null,GW/peoria.png,GW/westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,
816.8000000007451,,rt_thecrossant_black,524461,,black_plus_sign,,,,50,,,1,0.9,,,,,,,,,,,,,,,,,,,,,,,
